finishing_position,horse_name,horse_id,jockey,trainer,actual_weight,declared_horse_weight,draw,win_odds,race_course,race_class,race_distance,track_condition,race_name,track,Season,recent_6_runs,recent_ave_rank,jockey_ave_rank,track_condition_id,race_course_id,track_id,season_id
1,ALL MY GAIN,T018,K C Leung,T P Yung,116,1096,4,9.1,Happy Valley,Class 3,1200,GOOD,THE POLICE CUP (HANDICAP),"TURF - ""A"" COURSE",Spring,1/11/2/3/8/5,5.608695652173913,6.729086722947045,1,1,1,1
2,CALIFORNIA DISEGNO,V170,S de Sousa,A S Cruz,117,1068,9,9.1,Sha Tin,Class 2,1600,GOOD TO FIRM,VIOLET HANDICAP,"TURF - ""C"" COURSE",Winter,2/6/3/11/5/7,6.666666666666667,5.863501483679525,2,0,2,2
3,BEAUTY PRINCE,T411,Z Purton,J Moore,132,1289,7,10,Happy Valley,Class 3,1650,GOOD,MUT WAH HANDICAP,"TURF - ""A"" COURSE",Winter,3/2/9/4/2/3,5.2105263157894735,4.934573444515715,1,1,1,2
9,NOBLE DE BOY,T373,C Y Ho,Y S Tsui,117,1040,9,72,Sha Tin,Class 3,1400,GOOD,CYBER COLORS HANDICAP,"TURF - ""C+3"" COURSE",Autumn,9/6/6,7.0,7.03235082674335,1,0,3,3
7,JOYFUL LUCK,M223,H N Wong,C W Chang,123,1078,2,6.4,Sha Tin,Class 5,1200,GOOD,DENGSHIKOU HANDICAP,"TURF - ""C"" COURSE",Spring,7/11/2/8/10/7,7.333333333333333,7.104551045510455,1,0,2,1
3,RED DANCER,P264,G Benoist,J Size,130,1108,9,8.1,Happy Valley,Class 3,1650,GOOD,CAUSEWAY HANDICAP,"TURF - ""A"" COURSE",Winter,3/5/11/6/8/7,4.823529411764706,6.886363636363637,1,1,1,2
1,MELLIFLUENT,S059,Z Purton,C S Shum,131,1179,1,4.5,Happy Valley,Class 4 (Special Condition),1200,GOOD TO FIRM,SAI KUNG HANDICAP,"TURF - ""B"" COURSE",Winter,1/9/2/8/4/2,4.0,4.934573444515715,2,1,4,2
11,MAJESTIC ANTHEM,P238,D Whyte,D J Hall,117,1080,8,35,Happy Valley,Class 2,1650,GOOD,WISTARIA HANDICAP,"TURF - ""C+3"" COURSE",Autumn,11/6/5/4/5/9,6.3,5.720234222511386,1,1,3,3
5,POPPING CANDY,S415,Z Purton,C Fownes,123,1092,2,3.5,Happy Valley,Class 3,1200,GOOD,SO KON PO HANDICAP,"TURF - ""A"" COURSE",Spring,5/11/10/5/2/12,7.5,4.934573444515715,1,1,1,1
10,DISCIPLES TWELVE,P018,J Moreira,C Fownes,132,1131,1,5.1,Happy Valley,Class 2,1200,GOOD TO FIRM,WYLIE PATH HANDICAP,"TURF - ""C"" COURSE",Spring,10/4/2/1/1/2,3.5,4.073019161056448,2,1,2,1
7,LUCKY EVER,T293,H T Mo,C S Shum,113,1168,8,37,Sha Tin,Class 2,1200,GOOD TO FIRM,NAM LONG SHAN HANDICAP,"TURF - ""C+3"" COURSE",Spring,7/5/1/11/12/8,5.357142857142857,6.512915129151292,2,0,3,1
9,LONGWAH AMBER,S224,W M Lai,T K Ng,131,1061,8,21,Happy Valley,Class 3,1200,GOOD TO FIRM,HOI LAI HANDICAP,"TURF - ""B"" COURSE",Summer,9/12/1/12/8/4,5.818181818181818,8.396103896103897,2,1,4,4
3,THE SYLPH,T055,J Moreira,D E Ferraris,120,1025,1,3,Happy Valley,Class 3,1650,GOOD,HUNG HOM HANDICAP,"TURF - ""C+3"" COURSE",Autumn,3/6/2/1/2/2,5.428571428571429,4.073019161056448,1,1,3,3
5,MAGICAL BEAUTY,T342,M Chadwick,A S Cruz,119,1125,3,52,Sha Tin,Class 2,1400,GOOD,BEAS RIVER HANDICAP,"TURF - ""C+3"" COURSE",Winter,5/3/3/12/3/1,3.888888888888889,6.8599562363238515,1,0,3,2
9,GOLDEN SCALPEL,N224,A Suborics,D J Hall,119,1092,14,88,Sha Tin,Class 4,1600,GOOD TO FIRM,CHEVALIER LIFESTYLE FOOD AND BEVERAGE HANDICAP,"TURF - ""C"" COURSE",Autumn,9,9.0,7.257396449704142,2,0,2,3
11,NAMJONG SURPRISE,S287,D Lane,J Moore,126,1265,6,35,Sha Tin,Class 5,1200,GOOD TO YIELDING,CAINE HANDICAP,"TURF - ""C+3"" COURSE",Spring,11/6/10/12/11/11,9.88888888888889,7.433734939759036,3,0,3,1
7,HASTILY FEET,T259,H W Lai,W Y So,115,1141,10,89,Sha Tin,Class 4,1800,GOOD TO FIRM,THE LOK SIN TONG CUP (HANDICAP),"TURF - ""A"" COURSE",Winter,7/9/9/2/2/5,6.0,7.4045275590551185,2,0,1,2
1,GOOD FIT,S131,K Teetan,C W Chang,119,1123,1,6.5,Sha Tin,Class 4,1650,WET SLOW,AGE-FRIENDLY CITY HANDICAP,ALL WEATHER TRACK,Spring,1/2/8/7/5/10,6.12,6.2772397094431,5,0,5,1
5,FAT CHOY HONG KONG,N253,K C Ng,C H Yip,114,1045,1,16,Happy Valley,Class 2,1650,GOOD TO FIRM,TROPICBIRD HANDICAP,"TURF - ""A"" COURSE",Spring,5/6/1/8/2/4,4.333333333333333,8.130551816958278,2,1,1,1
10,EN CIVIL,S327,M L Yeung,R Gibson,113,1104,1,57,Happy Valley,Class 3,1200,GOOD,THE IRELAND TROPHY (HANDICAP),"TURF - ""C"" COURSE",Autumn,10/10/5/10,8.75,6.9703356752537085,1,1,2,3
6,HERO LOOK,V053,D Whyte,C H Yip,117,1109,8,14,Sha Tin,Class 2,1400,GOOD TO FIRM,VENTRIS HANDICAP,"TURF - ""A"" COURSE",Autumn,6/3/8/8/7/10,6.5,5.720234222511386,2,0,1,3
1,INCREDIBLE FELLOW,S177,Z Purton,R Gibson,133,1188,8,1.9,Sha Tin,Class 4,1000,GOOD TO FIRM,CHENGDU HANDICAP,"TURF - ""C+3"" COURSE",Autumn,1/4,2.5,4.934573444515715,2,0,3,3
8,LUCKY SEBRING,V091,H W Lai,Y S Tsui,115,1074,5,16,Sha Tin,Class 5,1650,GOOD,SNAPDRAGON HANDICAP,ALL WEATHER TRACK,Spring,8/4/12/3/12/11,9.538461538461538,7.4045275590551185,1,0,5,1
7,RUGBY DIAMOND,S432,C Y Ho,W Y So,121,1048,2,23,Sha Tin,Class 4,1200,GOOD,GRANVILLE HANDICAP,"TURF - ""C+3"" COURSE",Winter,7/11/3/4/4/3,6.0,7.03235082674335,1,0,3,2
8,SAVVY NATURE,T127,N Rawiller,J Moore,126,1251,3,59,Sha Tin,Hong Kong Group One,1600,GOOD TO FIRM,THE HONG KONG CLASSIC MILE,"TURF - ""A+3"" COURSE",Winter,8/9,8.5,6.083734359961501,2,0,7,2
12,CELESTIAL ARROW,A169,K C Leung,C S Shum,122,1154,6,68,Sha Tin,Class 3,1400,GOOD TO FIRM,WU KING HANDICAP,"TURF - ""C+3"" COURSE",Winter,12,12.0,6.729086722947045,2,0,3,2
5,EASY SUCCESS,P170,G Mosse,W Y So,127,1101,3,13,Sha Tin,Class 4,1200,GOOD,LOS ANGELES HANDICAP,ALL WEATHER TRACK,Autumn,5/9,7.0,6.118296529968454,1,0,5,3
10,REWARDING HERO,N376,H Bowman,J Moore,126,1106,8,99,Sha Tin,Group One,1600,GOOD,THE STEWARDS' CUP,"TURF - ""A+3"" COURSE",Winter,10/8/8/7/12/10,5.842105263157895,5.354166666666667,1,0,7,2
1,SPINNING DANCER,S078,V Cheminaud,S Woods,130,1030,4,27,Happy Valley,Class 4,1650,GOOD,PEACOCK HANDICAP,"TURF - ""B"" COURSE",Winter,1/9/5/4/5/1,6.0,6.909090909090909,1,1,4,2
11,EAGLE POWER,P038,N Callan,C W Chang,125,1104,4,53,Happy Valley,Class 2,1650,GOOD,THE JAPAN RACING ASSOCIATION TROPHY(HANDICAP),"TURF - ""B"" COURSE",Autumn,11/10,10.5,6.066800267201069,1,1,4,3
9,PACKING LLAREGYB,S109,Z Purton,A Schutz,133,1112,11,5.5,Sha Tin,Class 2,1600,GOOD TO FIRM,DUBLIN HANDICAP,"TURF - ""A"" COURSE",Winter,9/1/1/3,3.5,4.934573444515715,2,0,1,2
5,SPARKLING TALENT,T346,K K Chiong,C S Shum,113,1037,2,11,Happy Valley,Class 4,1200,GOOD TO YIELDING,HAWTHORN HANDICAP,"TURF - ""C"" COURSE",Spring,5/5/11/5/5/8,7.1,6.400593471810089,3,1,2,1
11,DELIGHT FORTUNE,N402,T H So,L Ho,116,1064,11,77,Happy Valley,Class 5,1200,GOOD TO FIRM,CORNWALL HANDICAP,"TURF - ""C+3"" COURSE",Spring,11/12/12/8/6/8,9.5,7.666300768386389,2,1,3,1
2,JOYEUX,S340,Z Purton,C Fownes,125,1096,7,1.7,Happy Valley,Class 4,1200,GOOD,FORTRESS HILL HANDICAP,"TURF - ""C"" COURSE",Spring,2/1/2/8/2/5,5.0,4.934573444515715,1,1,2,1
3,PRECISION KING,P134,K C Ng,T P Yung,118,1165,6,10,Sha Tin,Class 2,1400,GOOD TO FIRM,POK FU LAM RESERVOIR ROAD HANDICAP,"TURF - ""C+3"" COURSE",Summer,3/7/2/5/11/2,4.384615384615385,8.130551816958278,2,0,3,4
1,NAUGHTY BABY,N346,K C Ng,A S Cruz,121,1125,12,22,Sha Tin,Class 4,1200,GOOD TO FIRM,THE HKJC SCHOLARSHIP SCHEME HANDICAP,"TURF - ""C+3"" COURSE",Spring,1/9/1/7/7/5,6.5,8.130551816958278,2,0,3,1
10,GORGEOUS AGAIN,V326,S Clipperton,C S Shum,125,1061,1,86,Sha Tin,Class 4,1400,GOOD TO FIRM,TAK WAH HANDICAP,"TURF - ""C+3"" COURSE",Autumn,10/10,10.0,6.290948275862069,2,0,3,3
2,HAPPY ROCKY,S147,B Prebble,A Lee,133,1085,10,4.1,Happy Valley,Class 4,1650,GOOD TO FIRM,THE EWO CHALLENGE TROPHY (HANDICAP),"TURF - ""B"" COURSE",Spring,2/8/6/9/3/1,5.6,5.825347758887172,2,1,4,1
4,GOLD TALENT,S113,T H So,A Lee,121,1116,2,26,Sha Tin,Class 4,1600,GOOD,HKU FACULTIES OF MEDICINE AND ENGINEERING HANDICAP,"TURF - ""B+2"" COURSE",Summer,4/9/6/10/9/1,5.741935483870968,7.666300768386389,1,0,6,4
10,MEDIC SWORDSMAN,P168,C Schofield,D Cruz,125,1168,4,45,Happy Valley,Class 5,1800,GOOD TO YIELDING,TO KWA WAN HANDICAP,"TURF - ""C+3"" COURSE",Autumn,10/12/9/9/3/11,7.136363636363637,6.29047619047619,3,1,3,3
1,MY DARLING,V142,J Moreira,J Size,122,1144,10,2.8,Sha Tin,Class 2,1400,GOOD,CHEK KENG HANDICAP,"TURF - ""A+3"" COURSE",Winter,1/4/2/1/1/5,2.142857142857143,4.073019161056448,1,0,7,2
4,TRIUMPHANT WAY,N060,A Atzeni,T K Ng,113,1045,12,45,Sha Tin,Class 5,1400,GOOD TO FIRM,CHEVALIER ALUMINIUM ENGINEERING HANDICAP,"TURF - ""C"" COURSE",Autumn,4/5/8,5.666666666666667,7.333333333333333,2,0,2,3
7,INTELLECTUAL GLIDE,S124,K Teetan,Y S Tsui,125,966,10,35,Sha Tin,Class 5,1400,GOOD TO FIRM,CLAP FOR YOUTH @ JC HANDICAP,"TURF - ""C+3"" COURSE",Spring,7/12/10/5/11/11,9.714285714285714,6.2772397094431,2,0,3,1
3,SELKIRK STAR,S194,D Lane,J Moore,119,1078,2,8.8,Sha Tin,Class 2,1600,GOOD,JINBAO STREET HANDICAP,"TURF - ""C"" COURSE",Spring,3/4/3/1/7,3.6,7.433734939759036,1,0,2,1
7,TRENDY WIN,P099,M F Poon,L Ho,123,1073,5,7.1,Happy Valley,Class 4,1650,GOOD TO FIRM,TAI MONG TSAI HANDICAP,"TURF - ""C+3"" COURSE",Summer,7/4/8/2/6/11,5.791666666666667,5.076923076923077,2,1,3,4
2,DRAGON BACHELOR,P128,J Moreira,Y S Tsui,125,1103,11,3.9,Sha Tin,Class 5,1800,GOOD,TULIP HANDICAP,ALL WEATHER TRACK,Spring,2/6/4/10/6/8,6.75,4.073019161056448,1,0,5,1
6,EXPECTATOR,N284,H W Lai,L Ho,120,1075,1,22,Sha Tin,Class 4,1800,GOOD TO FIRM,HEATHER HANDICAP,"TURF - ""C"" COURSE",Winter,6/6/8/4/11/8,6.25,7.4045275590551185,2,0,2,2
8,WORKS OF ART,V212,C Y Ho,J Size,114,1103,11,7.3,Sha Tin,Class 3,1650,WET SLOW,THE ARCULLI TROPHY (HANDICAP),ALL WEATHER TRACK,Spring,8/12/10/1/4/7,5.666666666666667,7.03235082674335,5,0,5,1
4,FORTUNE GIGGLES,S346,C Y Ho,C W Chang,128,1252,1,99,Sha Tin,Class 4,2000,GOOD TO FIRM,THE FIELD GREEN HANDICAP,"TURF - ""B+2"" COURSE",Winter,4/11,7.5,7.03235082674335,2,0,6,2
5,PEOPLE'S KNIGHT,T305,S Clipperton,J Moore,125,1170,7,10,Sha Tin,Class 3,1600,GOOD,PANASONIC FUTON DRYER HANDICAP,"TURF - ""A+3"" COURSE",Autumn,5/5/7/11/10/2,4.923076923076923,6.290948275862069,1,0,7,3
5,TANGO FIRE,S081,N Callan,D J Hall,131,1068,4,14,Happy Valley,Class 4,1200,GOOD,TUNG LUNG CHAU HANDICAP,"TURF - ""A"" COURSE",Summer,5/6/8/3/6/6,6.136363636363637,6.066800267201069,1,1,1,4
2,JOLLY SPRING,P395,N Callan,D E Ferraris,131,1123,7,6.6,Sha Tin,Class 4,1200,GOOD TO FIRM,HAPPINESS HANDICAP,"TURF - ""A"" COURSE",Autumn,2/7,4.5,6.066800267201069,2,0,1,3
4,MAMBO ROCK,V050,Z Purton,D J Hall,129,1085,1,21,Sha Tin,Griffin Race,1000,GOOD TO YIELDING,JINYU HUTONG PLATE,"TURF - ""C"" COURSE",Spring,4,4.0,4.934573444515715,3,0,2,1
7,PRAWN BABA,A002,C Williams,J Size,126,1086,3,30,Sha Tin,Restricted Race,2000,GOOD TO YIELDING,THE BMW HONG KONG DERBY 2017,"TURF - ""A"" COURSE",Spring,7/1/9/5/2/2,3.75,5.930555555555555,3,0,1,1
5,WONDERFUL FIGHTER,S422,O Doleuze,P F Yiu,120,1143,11,17,Happy Valley,Class 4,1200,GOOD TO FIRM,LYREBIRD HANDICAP,"TURF - ""A"" COURSE",Spring,5/6/2/7/4/6,5.5,6.394838709677419,2,1,1,1
5,MANHATTAN STRIKER,V141,K Teetan,C Fownes,118,1096,8,28,Sha Tin,Class 5,1400,GOOD TO FIRM,D'AGUILAR PEAK HANDICAP,"TURF - ""C+3"" COURSE",Spring,5/8/8/3/8/9,7.944444444444445,6.2772397094431,2,0,3,1
4,GODSPEED,A087,K Teetan,D J Hall,122,1106,7,36,Happy Valley,Class 4,1200,GOOD TO FIRM,THE ST GEORGE'S CHALLENGE CUP (HANDICAP),"TURF - ""C"" COURSE",Spring,4/9/12/7,8.0,6.2772397094431,2,1,2,1
1,FANTASTIC EIGHT,A079,K C Leung,P F Yiu,124,1194,12,4.1,Sha Tin,Class 4,1200,GOOD TO FIRM,GUIA HILL HANDICAP,"TURF - ""C"" COURSE",Spring,1,1.0,6.729086722947045,2,0,2,1
3,SPEEDY ACHIEVER,V021,M Chadwick,A T Millard,117,1196,10,19,Sha Tin,Class 3,1000,GOOD,HARLECH HANDICAP,"TURF - ""B+2"" COURSE",Spring,3/4/6/12/9,6.8,6.8599562363238515,1,0,6,1
6,KHARU,K411,T H So,L Ho,125,1128,11,38,Happy Valley,Class 5,1650,GOOD,BELLFLOWER HANDICAP,"TURF - ""C+3"" COURSE",Winter,6/11,8.5,7.666300768386389,1,1,3,2
7,SICHUAN VIGOUR,P412,T H So,J Size,116,1054,2,13,Happy Valley,Class 2,1650,GOOD TO FIRM,TROPICBIRD HANDICAP,"TURF - ""A"" COURSE",Spring,7/6/2/11/11/3,7.6,7.666300768386389,2,1,1,1
12,EXCITING DREAM,P191,D Whyte,J Moore,130,1074,8,20,Happy Valley,Class 2,1200,GOOD,LANTAU ISLAND HANDICAP,"TURF - ""A"" COURSE",Summer,12/9/11/9/10/10,6.0,5.720234222511386,1,1,1,4
12,SUPER EURO STAR,V313,M Chadwick,C W Chang,117,1070,12,13,Sha Tin,Class 4,1650,WET SLOW,SPORTS FOR ALL HANDICAP,ALL WEATHER TRACK,Spring,12/3/4/8/5/10,8.222222222222221,6.8599562363238515,5,0,5,1
3,CLEVER BEAVER,S352,N Callan,A S Cruz,125,1104,6,8.2,Sha Tin,Class 2,1200,GOOD,LORD KANALOA HANDICAP,"TURF - ""A"" COURSE",Winter,3/5/1/11/3/3,4.090909090909091,6.066800267201069,1,0,1,2
6,AEROSPEED,T351,S de Sousa,P O'Sullivan,121,1113,13,5.9,Sha Tin,Class 3,1400,GOOD,MUI WO HANDICAP,"TURF - ""B+2"" COURSE",Autumn,6/4/4/6/3/9,5.111111111111111,5.863501483679525,1,0,6,3
4,MONSIEUR MOGOK,S412,G Lerena,A T Millard,129,1002,5,15,Sha Tin,Class 4,2000,GOOD,BMW CENTENARY HANDICAP,"TURF - ""A"" COURSE",Spring,4/5/8/2/4/2,5.333333333333333,6.883561643835616,1,0,1,1
10,EMPIRE OF MONGOLIA,V317,C Y Ho,C S Shum,126,1043,1,38,Sha Tin,Class 5,1200,GOOD,YUE YEE HANDICAP,"TURF - ""B"" COURSE",Winter,10/10/10/9/12/6,9.857142857142858,7.03235082674335,1,0,4,2
11,ALL FRIENDS,M374,O Doleuze,K L Man,131,1157,10,25,Sha Tin,Class 4,1650,WET FAST,SHEK O HANDICAP,ALL WEATHER TRACK,Autumn,11,11.0,6.394838709677419,7,0,5,3
6,TRAVEL AMBASSADOR,T113,Z Purton,W Y So,121,1151,9,51,Sha Tin,Class 4,1600,GOOD TO FIRM,SHRIKE HANDICAP,"TURF - ""C"" COURSE",Autumn,6/8/9/12/8/10,8.625,4.934573444515715,2,0,2,3
10,TRILLION TREASURE,P156,N Callan,A T Millard,132,1097,8,6.7,Sha Tin,Class 4,1200,GOOD,SHEK UK SHAN HANDICAP,ALL WEATHER TRACK,Autumn,10/1/12/9/12/10,5.24,6.066800267201069,1,0,5,3
11,SUPREME FALCON,P224,D Whyte,J Moore,123,1156,13,61,Sha Tin,Class 3,1400,GOOD TO FIRM,ENTRAPMENT HANDICAP,"TURF - ""B+2"" COURSE",Summer,11/6/4/8/10/8,5.269230769230769,5.720234222511386,2,0,6,4
1,DR RACE,T284,K C Leung,D E Ferraris,121,1058,2,11,Happy Valley,Class 4,1200,GOOD TO FIRM,DAEGU HANDICAP,"TURF - ""C"" COURSE",Spring,1/5/4/6/6/5,5.875,6.729086722947045,2,1,2,1
8,HARBOUR MASTER,S145,N Callan,J Moore,133,1173,6,32,Sha Tin,Class 2,1650,WET SLOW,THE MERLION HANDICAP,ALL WEATHER TRACK,Spring,8/8/7/9/12/11,6.7368421052631575,6.066800267201069,5,0,5,1
9,RESPECT,T359,J Moreira,J Moore,127,1158,11,6.8,Sha Tin,Class 4,1200,GOOD,NGA TSIN WAI HANDICAP,ALL WEATHER TRACK,Winter,9/2/2/3/6/2,5.333333333333333,4.073019161056448,1,0,5,2
7,PRESIDENTPARAMOUNT,S420,N Rawiller,C S Shum,126,1151,4,10,Happy Valley,Class 3,1650,GOOD,THE MANAWATU RACING CLUB CHALLENGE TROPHY (HANDICAP),"TURF - ""A"" COURSE",Summer,7/4/6/11/11/1,5.619047619047619,6.083734359961501,1,1,1,4
7,CONFUCIUS ELITE,N381,M Guyon,S Woods,129,1179,11,17,Sha Tin,Class 4,1200,FAST,THE CREST HANDICAP,ALL WEATHER TRACK,Winter,7/3/8/6/3/2,3.7777777777777777,6.416666666666667,6,0,5,2
3,WINNING BOY,N186,A Suborics,A Schutz,125,977,3,8.6,Happy Valley,Class 5,1200,GOOD TO FIRM,MOUNT BUTLER HANDICAP,"TURF - ""A"" COURSE",Summer,3/8/2/8/10/6,6.545454545454546,7.257396449704142,2,1,1,4
8,ROCK THE TREE,P272,R Fourie,D E Ferraris,130,1039,6,26,Sha Tin,Class 4,1800,GOOD,WONG SHEK HANDICAP,"TURF - ""A+3"" COURSE",Winter,8/3/9/1/8/3,4.909090909090909,6.463768115942029,1,0,7,2
9,SECRET SHAM,P174,K C Leung,J Moore,123,1129,7,99,Sha Tin,Group Two,1600,GOOD,THE BOCHK WEALTH MANAGEMENT JOCKEY CLUB MILE,"TURF - ""B+2"" COURSE",Autumn,9/11/1/7/5/7,6.416666666666667,6.729086722947045,1,0,6,3
5,RIGHT CALL,V024,K Teetan,J Size,125,1115,14,27,Sha Tin,Class 3,1400,GOOD TO FIRM,SPORTING EXCHANGE HANDICAP,"TURF - ""A+3"" COURSE",Summer,5/11/4/6/2/1,4.782608695652174,6.2772397094431,2,0,7,4
5,JOY TOGETHER,P082,N Callan,C H Yip,128,1089,5,3.4,Sha Tin,Class 5,1400,GOOD,XIAN HANDICAP,"TURF - ""A+3"" COURSE",Autumn,5/1/8/4/7/5,7.266666666666667,6.066800267201069,1,0,7,3
3,GENEROUS BOBO,S096,B Prebble,C H Yip,120,1148,2,6.2,Happy Valley,Class 3,1200,GOOD,SUNFLOWER HANDICAP,"TURF - ""C+3"" COURSE",Winter,3/4/6/7/3/11,4.7272727272727275,5.825347758887172,1,1,3,2
12,CIRCUIT STAR,N220,M Chadwick,K L Man,123,1057,8,28,Sha Tin,Class 4,1400,GOOD TO FIRM,WINNING PARTNERSHIP HANDICAP,"TURF - ""A"" COURSE",Summer,12/8/11/7/7/6,8.090909090909092,6.8599562363238515,2,0,1,4
9,TRIUMPHANT JEWEL,P310,J Moreira,C S Shum,131,1081,10,12,Sha Tin,Class 4,1000,GOOD TO FIRM,CHENGDU HANDICAP,"TURF - ""C+3"" COURSE",Autumn,9,9.0,4.073019161056448,2,0,3,3
2,PLANET GIANT,T295,K C Leung,R Gibson,116,1083,10,19,Happy Valley,Class 5,1650,GOOD,GWANGJU HANDICAP,"TURF - ""C"" COURSE",Spring,2/10/4/7/5/7,6.791666666666667,6.729086722947045,1,1,2,1
4,YOURTHEWONFORME,T258,B Prebble,T K Ng,124,1142,4,9.8,Happy Valley,Class 5,1650,GOOD,FANLING HANDICAP,"TURF - ""C+3"" COURSE",Winter,4/6/8/9/4/8,6.6923076923076925,5.825347758887172,1,1,3,2
12,FOTOGENIC,S114,H N Wong,T P Yung,108,1079,8,63,Sha Tin,Class 4,1650,GOOD,SATURN HANDICAP,ALL WEATHER TRACK,Spring,12/9/9/9/9/12,10.0,7.104551045510455,1,0,5,1
12,GRAND HARBOUR,P421,N Callan,J Moore,126,1204,2,6.7,Sha Tin,Class 3,1600,GOOD TO FIRM,SERVING THE COMMUNITY HANDICAP,"TURF - ""A"" COURSE",Summer,12/2/1/5/1/9,3.6666666666666665,6.066800267201069,2,0,1,4
7,LOVE CHUNGHWA,T207,J Moreira,T P Yung,128,1142,11,4.6,Happy Valley,Class 4,1200,GOOD,INVERNESS HANDICAP,"TURF - ""A"" COURSE",Autumn,7/3/2/2/7/4,5.916666666666667,4.073019161056448,1,1,1,3
4,EVERSPRING,P325,H W Lai,A Lee,114,973,5,55,Happy Valley,Class 5,1800,GOOD TO FIRM,INVERNESS HANDICAP,"TURF - ""C"" COURSE",Autumn,4/6/8,6.0,7.4045275590551185,2,1,2,3
12,MR RIGHT,T334,M L Yeung,L Ho,125,1186,2,34,Sha Tin,Class 3,1000,GOOD,EAGLE'S NEST HANDICAP,"TURF - ""A+3"" COURSE",Spring,12/6/5/5/1/2,5.357142857142857,6.9703356752537085,1,0,7,1
10,SWEET BEAN,S205,G Mosse,C Fownes,123,998,4,7.6,Happy Valley,Class 5,1800,GOOD,FIFE HANDICAP,"TURF - ""C"" COURSE",Autumn,10/1/6/6/10/8,6.647058823529412,6.118296529968454,1,1,2,3
9,PRECISIONCRAFTSMAN,V036,H T Mo,T P Yung,123,1058,8,24,Sha Tin,Class 5,1800,GOOD,CAMERON HANDICAP,ALL WEATHER TRACK,Winter,9/6/9/10/10/12,8.428571428571429,6.512915129151292,1,0,5,2
8,MANIPULATION,S075,D Whyte,A S Cruz,128,1182,10,15,Sha Tin,Class 5,1200,GOOD,DENGSHIKOU HANDICAP,"TURF - ""C"" COURSE",Spring,8/9/10/7/9/9,9.0,5.720234222511386,1,0,2,1
1,HIT A HOME RUN,N248,D Whyte,D J Hall,127,1116,2,3.4,Sha Tin,Class 4,1600,GOOD TO FIRM,CARL F. BUCHERER EXCELLENT HANDICAP,"TURF - ""B+2"" COURSE",Autumn,1/1/4,2.0,5.720234222511386,2,0,6,3
5,LUCKY DAY,S014,M Chadwick,A S Cruz,117,1098,10,8.7,Sha Tin,Class 3,1200,GOOD TO FIRM,THE HERITAGE HANDICAP,"TURF - ""B+2"" COURSE",Winter,5/2/2/3/3/5,3.625,6.8599562363238515,2,0,6,2
10,GOLDWEAVER,P072,Y T Cheng,Y S Tsui,130,1059,6,31,Sha Tin,Class 5,1400,GOOD TO FIRM,CHUNG ON HANDICAP,"TURF - ""C+3"" COURSE",Autumn,10/8/10/6/3/1,4.785714285714286,7.340625,2,0,3,3
3,CHATER LEGEND,T151,N Callan,D E Ferraris,128,1050,6,5.8,Sha Tin,Class 3,1400,GOOD TO FIRM,WANG CHAU HANDICAP,"TURF - ""C+3"" COURSE",Winter,3/6,4.5,6.066800267201069,2,0,3,2
6,INVENTOR,T379,N Rawiller,C S Shum,130,1008,7,11,Happy Valley,Class 3,1800,GOOD,THE AUSTRALIAN TURF CLUB TROPHY (HANDICAP),"TURF - ""A"" COURSE",Autumn,6/3/2/1/1/1,6.375,6.083734359961501,1,1,1,3
2,HURRY HURRY UP,N218,J Moreira,C Fownes,132,1108,3,7.1,Sha Tin,Class 4,1400,GOOD TO FIRM,NAM SANG WAI HANDICAP,"TURF - ""C+3"" COURSE",Winter,2/4/7/9/1/6,4.833333333333333,4.073019161056448,2,0,3,2
10,ANTICIPATION,T198,N Callan,A S Cruz,120,1139,8,6.3,Happy Valley,Class 2,1650,GOOD TO FIRM,TROPICBIRD HANDICAP,"TURF - ""A"" COURSE",Spring,10/9/7/3/6/9,7.571428571428571,6.066800267201069,2,1,1,1
3,HURRICANE KID,T285,N Rawiller,C Fownes,127,1143,6,21,Sha Tin,Class 4,1200,GOOD,CITIGOLD PRIVATE CLIENT HANDICAP,ALL WEATHER TRACK,Winter,3/12/5/12/7/5,8.333333333333334,6.083734359961501,1,0,5,2
4,GLACIER BLUE,P062,K C Leung,R Gibson,121,1118,10,48,Sha Tin,Class 4,1200,GOOD TO FIRM,TAI LONG TSUI HANDICAP,"TURF - ""B+2"" COURSE",Winter,4/5/8,5.666666666666667,6.729086722947045,2,0,6,2
10,HIGH AND MIGHTY,S362,D Whyte,W Y So,119,1132,11,7.2,Sha Tin,Class 3,1400,GOOD TO YIELDING,MR AWARD HANDICAP,"TURF - ""C"" COURSE",Summer,10/5/3/9/8/9,6.333333333333333,5.720234222511386,3,0,2,4
2,P J HALL,P216,K Teetan,D J Hall,121,1176,9,37,Sha Tin,Class 5,1400,GOOD TO FIRM,BERING SEA HANDICAP,"TURF - ""A+3"" COURSE",Spring,2/6/11/8/11/7,7.571428571428571,6.2772397094431,2,0,7,1
9,ROCK THE TREE,P272,B Prebble,D E Ferraris,120,1029,7,10,Sha Tin,Class 4,1800,GOOD TO FIRM,THE COMMUNITY TEAM SPORTS HANDICAP,"TURF - ""C+3"" COURSE",Spring,9/10/3/6/10/6,5.586206896551724,5.825347758887172,2,0,3,1
