finishing_position,horse_name,horse_id,jockey,trainer,actual_weight,declared_horse_weight,draw,win_odds,race_course,race_class,race_distance,track_condition,race_name,track,Season,recent_6_runs,recent_ave_rank,jockey_ave_rank,track_condition_id,race_course_id,track_id,season_id
3,PACKING DRAGON,T230,M Barzalona,P F Yiu,117,1202,12,6.2,Happy Valley,Class 2,1800,GOOD TO FIRM,AUSTRALIA HANDICAP,"TURF - ""B"" COURSE",Winter,3/1/1/3/3/1,3.75,5.111111111111111,2,1,4,2
3,BEST HOPE,S102,N Callan,C H Yip,129,1100,12,6.3,Happy Valley,Class 4 (Special Condition),1650,GOOD TO FIRM,HO CHUNG RIVER HANDICAP,"TURF - ""B"" COURSE",Spring,3/2/4/8/8,5.0,6.066800267201069,2,1,4,1
12,MEGA CHAMPION,M149,K C Leung,A S Cruz,115,1051,6,31,Sha Tin,Class 3,1400,GOOD TO FIRM,GARDEN ROAD HANDICAP,"TURF - ""A"" COURSE",Autumn,12,12.0,6.729086722947045,2,0,1,3
7,ALL THE BEST,S169,O Doleuze,R Gibson,122,1115,6,18,Happy Valley,Class 3,1200,GOOD,CONNAUGHT HANDICAP,"TURF - ""B"" COURSE",Winter,7,7.0,6.394838709677419,1,1,4,2
10,INTELLECTUAL GLIDE,S124,K C Leung,Y S Tsui,116,962,10,25,Sha Tin,Class 5,1600,GOOD TO FIRM,WONG MA TEI HANDICAP,"TURF - ""A+3"" COURSE",Summer,10/11/7/7/12/10,9.6,6.729086722947045,2,0,7,4
9,GENTLEMEN,V060,M F Poon,P F Yiu,115,1093,9,4.6,Sha Tin,Class 5,1650,GOOD,UNCOMPROMISING INTEGRITY HANDICAP,ALL WEATHER TRACK,Summer,9/1/7/6/7/6,6.9375,5.076923076923077,1,0,5,4
3,WISKY,T368,J Moreira,J Size,129,1189,1,4.3,Sha Tin,Class 4,1400,GOOD,PANASONIC nanoe HAIR DRYER HANDICAP,"TURF - ""A+3"" COURSE",Autumn,3/6/1/10/5/4,5.0,4.073019161056448,1,0,7,3
9,EXTREMELY FUN,T024,N Callan,L Ho,129,1183,9,12,Happy Valley,Class 3,1200,GOOD TO FIRM,ARC DE TRIOMPHE CHAMPIONS HANDICAP,"TURF - ""B"" COURSE",Spring,9/4/5/8/1/12,5.666666666666667,6.066800267201069,2,1,4,1
8,FLYING KEEPER,M191,C K Tong,C Fownes,122,1071,11,36,Sha Tin,Class 5,1200,GOOD TO FIRM,TIM MEI HANDICAP,"TURF - ""A"" COURSE",Autumn,8,8.0,8.803532008830022,2,0,1,3
10,BLAZING PASS,T108,K Teetan,A S Cruz,127,1067,10,28,Sha Tin,Class 4,1800,GOOD TO YIELDING,MIRACULOUS HANDICAP,"TURF - ""C"" COURSE",Summer,10/12/8/4/2/11,5.620689655172414,6.2772397094431,3,0,2,4
7,GOLDEN GLORY,T076,T H So,D E Ferraris,113,1041,11,99,Sha Tin,Class 3,1000,GOOD TO FIRM,THE YAN OI TONG CUP (HANDICAP),"TURF - ""C"" COURSE",Winter,7,7.0,7.666300768386389,2,0,2,2
12,GENERAL O'REILLY,A084,C Y Ho,Y S Tsui,121,1093,7,99,Sha Tin,Class 4,1000,GOOD,CITIGOLD PRIVATE CLIENT HANDICAP,"TURF - ""B"" COURSE",Winter,12/12/12,12.0,7.03235082674335,1,0,4,2
2,TRIUMPHANT LIGHT,T224,K K Chiong,D E Ferraris,119,1054,9,4.8,Sha Tin,Class 4,1600,GOOD TO FIRM,KOWLOON PEAK HANDICAP,"TURF - ""B+2"" COURSE",Winter,2/1/8/3/7/11,6.1,6.400593471810089,2,0,6,2
10,TRAVEL RENYI,S394,N Callan,R Gibson,127,1067,1,14,Happy Valley,Class 2,1200,GOOD TO YIELDING,YAU OI HANDICAP,"TURF - ""B"" COURSE",Autumn,10/11/5/4/1/1,4.642857142857143,6.066800267201069,3,1,4,3
1,PACKING DRAGON,T230,K K Chiong,P F Yiu,126,1202,6,3.1,Happy Valley,Class 3,1800,GOOD,SUTHERLAND HANDICAP,"TURF - ""B"" COURSE",Autumn,1/1/3/3/1/9,3.8,6.400593471810089,1,1,4,3
5,GLORY BOY,S273,R Fourie,A Schutz,127,1019,10,45,Happy Valley,Class 5,1000,GOOD,WA MEI SHAN HANDICAP,"TURF - ""C+3"" COURSE",Autumn,5/10/8/8/8/11,8.384615384615385,6.463768115942029,1,1,3,3
11,RISING POWER,N294,W M Lai,C W Chang,118,1064,4,23,Sha Tin,Class 4,1650,GOOD,SPORTING EXCHANGE HANDICAP,ALL WEATHER TRACK,Summer,11/3/1/2/5/9,4.333333333333333,8.396103896103897,1,0,5,4
7,JOY TOGETHER,P082,A Suborics,C H Yip,119,1068,3,11,Happy Valley,Class 4,1200,GOOD,THE HONG KONG FOOTBALL CLUB CENTENARY CHALLENGE CUP (HANDICAP),"TURF - ""A"" COURSE",Spring,7/5/10/10/11/6,8.75,7.257396449704142,1,1,1,1
1,CONTENTMENT,S391,J Moreira,J Size,120,1146,11,2,Sha Tin,Hong Kong Group Two,1600,GOOD TO FIRM,THE ORIENTAL WATCH SHA TIN TROPHY (HANDICAP),"TURF - ""A"" COURSE",Autumn,1/1/1/1/9/1,2.3636363636363638,4.073019161056448,2,0,1,3
2,FOREVER FUN,S130,B Prebble,W Y So,125,1027,3,9.5,Happy Valley,Class 5,1000,GOOD,SOUTH BAY HANDICAP,"TURF - ""A"" COURSE",Autumn,2/12/10/9/7/12,8.3,5.825347758887172,1,1,1,3
11,IRON BOY,V071,C K Tong,K W Lui,117,1182,3,99,Sha Tin,Class 3,1000,GOOD,CITI ULTIMA CARD HANDICAP,"TURF - ""B"" COURSE",Winter,11/10/9,10.0,8.803532008830022,1,0,4,2
9,HANG'S DECISION,T262,B Prebble,W Y So,123,1093,7,16,Happy Valley,Class 4,1200,GOOD TO YIELDING,PINE HANDICAP,"TURF - ""A"" COURSE",Autumn,9/8,8.5,5.825347758887172,3,1,1,3
4,CHARITY JOY,P278,N Rawiller,C S Shum,127,1142,14,14,Sha Tin,Class 2,1000,GOOD TO FIRM,YEUNG UK HANDICAP,"TURF - ""C+3"" COURSE",Autumn,4/5/6/10/4/3,5.368421052631579,6.083734359961501,2,0,3,3
8,FANTASTICLIFE,S320,K Teetan,S Woods,132,1126,2,8.8,Sha Tin,Class 5,1400,GOOD,AUDEMARS PIGUET ROYAL OAK OFFSHORE HANDICAP,"TURF - ""A"" COURSE",Spring,8/7/11/11/4/8,7.25,6.2772397094431,1,0,1,1
6,SUNNY ORIENT,V302,C Schofield,A T Millard,127,1097,9,5.6,Happy Valley,Class 4,1200,GOOD TO FIRM,LANCASHIRE HANDICAP,"TURF - ""A"" COURSE",Spring,6/2/3/7/8/6,5.25,6.29047619047619,2,1,1,1
12,HAPPY YEAH YEAH,M085,K Teetan,A Lee,114,1158,2,16,Happy Valley,Class 2,1200,GOOD,LUGER HANDICAP,"TURF - ""A"" COURSE",Summer,12/1/3/12/7/10,7.666666666666667,6.2772397094431,1,1,1,4
7,SATONO ALADDIN,V613,Y Kawada,Y Ikee,126,1161,8,12,Sha Tin,Group One,1600,GOOD,THE LONGINES HONG KONG MILE,"TURF - ""A"" COURSE",Winter,7/11,9.0,7.0,1,0,1,2
3,BEST HOPE,S102,Z Purton,C H Yip,129,1084,4,2.3,Happy Valley,Class 4,1650,GOOD TO FIRM,NAM SHAN HANDICAP,"TURF - ""B"" COURSE",Summer,3/3/2/4/8/8,4.666666666666667,4.934573444515715,2,1,4,4
8,GLORY SUNSHINE,S313,H N Wong,W Y So,114,1107,3,6.6,Happy Valley,Class 5,1650,GOOD,BIRCH HANDICAP,"TURF - ""B"" COURSE",Autumn,8/8/4/5/4/4,6.84,7.104551045510455,1,1,4,3
10,PRESIDENT LINCOLN,N267,K Teetan,C S Shum,130,1184,10,44,Sha Tin,Class 3,1600,GOOD TO FIRM,ZHUHAI HANDICAP,"TURF - ""C"" COURSE",Autumn,10/9/8/2/9/1,6.5,6.2772397094431,2,0,2,3
11,GOOD SMILE,K360,H W Lai,L Ho,117,1183,6,43,Sha Tin,Class 5,1200,GOOD TO FIRM,TING KAU HANDICAP,"TURF - ""A+3"" COURSE",Autumn,11,11.0,7.4045275590551185,2,0,7,3
10,TARZAN I AM,P299,C Y Lui,D Cruz,115,1263,2,8.5,Happy Valley,Class 3,1200,GOOD TO FIRM,TAI PO HANDICAP,"TURF - ""B"" COURSE",Winter,10/6/9/4/11/12,8.666666666666666,6.958904109589041,2,1,4,2
11,GLORIOUS VICTORY,S369,M L Yeung,C S Shum,124,1016,10,76,Sha Tin,Class 4,1200,GOOD TO FIRM,NANJING HANDICAP,"TURF - ""C+3"" COURSE",Autumn,11/7,9.0,6.9703356752537085,2,0,3,3
10,ELECTRONIC FORTUNE,N097,K Teetan,K L Man,120,1092,9,94,Happy Valley,Class 3,1200,GOOD TO FIRM,LOMOND HANDICAP,"TURF - ""C"" COURSE",Autumn,10,10.0,6.2772397094431,2,1,2,3
5,HAPPY MOMENTS,S192,D Whyte,J Moore,132,973,1,4.9,Sha Tin,Class 4,1650,GOOD,SATURN HANDICAP,ALL WEATHER TRACK,Spring,5/3/4/11/8/1,6.7272727272727275,5.720234222511386,1,0,5,1
2,TRUE COMMENT,S328,N Callan,P F Yiu,123,1044,11,19,Happy Valley,Class 4,1650,GOOD,KINGSTON HANDICAP,"TURF - ""A"" COURSE",Winter,2/1/8/6/8/9,7.083333333333333,6.066800267201069,1,1,1,2
4,SUN TOUCH,V266,T H So,C S Shum,119,1197,11,62,Sha Tin,Class 3,1200,GOOD,THE PO LEUNG KUK CENTENARY CUP (HANDICAP),ALL WEATHER TRACK,Autumn,4/8/7/5/4,5.6,7.666300768386389,1,0,5,3
8,SKIP COURT,P298,M Chadwick,R Gibson,123,1106,8,44,Sha Tin,Class 4,2000,GOOD TO FIRM,THE FIELD GREEN HANDICAP,"TURF - ""B+2"" COURSE",Winter,8/11/2/6/4,6.2,6.8599562363238515,2,0,6,2
6,GENTRY,V042,K Teetan,C H Yip,117,991,2,7.4,Happy Valley,Class 4,1650,GOOD TO FIRM,TIN SAU HANDICAP,"TURF - ""B"" COURSE",Spring,6/3/8/7/5/11,6.777777777777778,6.2772397094431,2,1,4,1
10,CONFUCIUS SPIRIT,S329,O Doleuze,S Woods,132,1092,2,99,Happy Valley,Class 4,1650,GOOD,SIU SAI WAN HANDICAP,"TURF - ""A"" COURSE",Spring,10/10/11/12/9,10.4,6.394838709677419,1,1,1,1
11,PROUD SKY,V406,M L Yeung,A Lee,124,1040,12,99,Happy Valley,Class 4,1200,GOOD TO FIRM,KOWLOON TSAI HANDICAP,"TURF - ""B"" COURSE",Spring,11/9/10/11/11/11,10.75,6.9703356752537085,2,1,4,1
3,GOLDWEAVER,P072,C Y Ho,Y S Tsui,128,1075,2,6.3,Sha Tin,Class 5,1400,GOOD,TUNG CHUNG HANDICAP,"TURF - ""B+2"" COURSE",Autumn,3/2/10/8/10/6,4.5,7.03235082674335,1,0,6,3
3,CLASSIC EMPEROR,T193,C Schofield,W Y So,130,1127,9,12,Sha Tin,Class 3,1800,GOOD,THE HEUNG YEE KUK CUP (HANDICAP),"TURF - ""C"" COURSE",Winter,3/8/5/7/1/3,4.761904761904762,6.29047619047619,1,0,2,2
4,SUPREME FLIGHT,M199,H W Lai,A T Millard,113,1088,14,43,Sha Tin,Class 3,1200,GOOD TO FIRM,CALIFORNIA MEMORY HANDICAP,"TURF - ""A"" COURSE",Spring,4/2/1/5/8/4,5.52,7.4045275590551185,2,0,1,1
1,TRIUMPHANT DRAGON,P078,Z Purton,K L Man,121,1087,10,3.5,Happy Valley,Class 4,1800,GOOD,NORTH POINT HANDICAP,"TURF - ""C"" COURSE",Spring,1/4/1/1/3/3,2.0,4.934573444515715,1,1,2,1
1,JOYFUL MOMENTS,T134,H N Wong,R Gibson,121,1149,7,7,Sha Tin,Class 3,1200,GOOD,CHEUNG SHA HANDICAP,ALL WEATHER TRACK,Spring,1/3/6/6/5/7,3.909090909090909,7.104551045510455,1,0,5,1
3,METALLIC STAR,N309,K K Chiong,C H Yip,127,1023,13,28,Sha Tin,Class 4,1400,GOOD,PANASONIC 4K iDTV HANDICAP,"TURF - ""A+3"" COURSE",Autumn,3/6/6/4/7/9,6.115384615384615,6.400593471810089,1,0,7,3
9,TRAVEL RENYI,S394,K K Chiong,R Gibson,118,1068,7,99,Sha Tin,Class 2,1200,GOOD,H. MOSER & CIE. EXCELLENT HANDICAP,ALL WEATHER TRACK,Autumn,9/10/11/5/4/1,4.933333333333334,6.400593471810089,1,0,5,3
8,TURIN PEARL,P267,G Mosse,R Gibson,126,1093,14,56,Sha Tin,Class 3,1650,FAST,SHAM CHUNG HANDICAP,ALL WEATHER TRACK,Summer,8/10/5/9/9/4,6.888888888888889,6.118296529968454,6,0,5,4
11,ROBUST MOMENTUM,P422,C Y Ho,C Fownes,114,1213,12,41,Happy Valley,Class 3,1650,GOOD,THE HONG KONG COUNTRY CLUB CHALLENGE CUP (HANDICAP),"TURF - ""B"" COURSE",Autumn,11/7/1/10/1/6,5.8,7.03235082674335,1,1,4,3
9,HAYMAKER,T054,K K Chiong,K W Lui,122,1094,6,14,Happy Valley,Class 4,1200,GOOD,NORTH POINT HANDICAP,"TURF - ""C+3"" COURSE",Spring,9/9/8/9/1/9,7.888888888888889,6.400593471810089,1,1,3,1
6,ACCLAIMED LIGHT,T369,U Rispoli,P O'Sullivan,118,1036,6,14,Happy Valley,Class 3,1650,GOOD TO FIRM,TSUEN WAN HANDICAP,"TURF - ""C+3"" COURSE",Winter,6/8/3/1/3/6,5.533333333333333,6.177189409368635,2,1,3,2
12,MELLIFLUENT,S059,V Cheminaud,C S Shum,132,1203,3,44,Sha Tin,Class 4,1400,GOOD,TAI O HANDICAP,"TURF - ""B+2"" COURSE",Autumn,12/7/5/11/2/10,6.875,6.909090909090909,1,0,6,3
6,ART OF SUCCESS,P231,J Moreira,C S Shum,115,1107,8,40,Sha Tin,Class 3,1000,GOOD TO FIRM,THE SHARING AND SUPPORTING HANDICAP,"TURF - ""A"" COURSE",Winter,6/11,8.5,4.073019161056448,2,0,1,2
7,THIS IS GLADIATOR,T261,M L Yeung,A Schutz,112,1106,1,99,Sha Tin,Class 4,2000,GOOD,CITIGOLD HANDICAP,"TURF - ""B"" COURSE",Winter,7/9/8/12/9,9.0,6.9703356752537085,1,0,4,2
6,PAKISTAN BABY,S442,M Chadwick,A S Cruz,119,1033,9,38,Sha Tin,Class 3,1200,GOOD TO FIRM,TAI TONG HANDICAP,"TURF - ""B+2"" COURSE",Autumn,6/6/5/7/2/10,6.166666666666667,6.8599562363238515,2,0,6,3
8,TRAVEL AMBASSADOR,T113,N Callan,W Y So,127,1095,6,8.7,Sha Tin,Class 4,1650,WET SLOW,THE PURVES QUAICH (HANDICAP),ALL WEATHER TRACK,Spring,8/6/2/4/4/6,6.222222222222222,6.066800267201069,5,0,5,1
3,HEROIC GURU,S260,B Prebble,D J Hall,129,1054,2,3.1,Happy Valley,Class 3,1650,GOOD,THE HONG KONG CLUB CHALLENGE CUP (HANDICAP),"TURF - ""A"" COURSE",Winter,3/1/1/4/9/12,5.0,5.825347758887172,1,1,1,2
12,GALLANT TRIUMPH,P173,B Prebble,D J Hall,121,1126,10,20,Sha Tin,Class 3,1400,GOOD TO FIRM,SPORTS FOR HOPE HANDICAP,"TURF - ""C+3"" COURSE",Spring,12/6/6/12/11/7,8.285714285714286,5.825347758887172,2,0,3,1
6,FUNNY BUDDIES,T300,Z Purton,D J Hall,128,1025,8,12,Sha Tin,Class 4,1200,GOOD,TATE'S CAIRN HANDICAP,"TURF - ""A+3"" COURSE",Spring,6/6/12/5/6/10,7.666666666666667,4.934573444515715,1,0,7,1
1,NONE OTHER,S349,M L Yeung,A S Cruz,113,1184,7,5,Sha Tin,Class 3,1400,GOOD TO FIRM,YEUNG UK HANDICAP,"TURF - ""C+3"" COURSE",Autumn,1/1/9/9/12/9,7.769230769230769,6.9703356752537085,2,0,3,3
7,CHUNG WAH SPIRIT,A168,Z Purton,C H Yip,123,1118,12,4.6,Sha Tin,Class 3,1200,GOOD TO FIRM,GRAMPIAN HANDICAP,"TURF - ""A"" COURSE",Winter,7,7.0,4.934573444515715,2,0,1,2
12,FIVE UP HIGH,S276,N Rawiller,A T Millard,128,1125,6,7.2,Sha Tin,Class 3,1400,GOOD TO FIRM,HKU FACULTIES OF DENTISTRY AND EDUCATION HANDICAP,"TURF - ""A+3"" COURSE",Summer,12/11/1/4/8/2,6.333333333333333,6.083734359961501,2,0,7,4
12,PACKING APPLAUSE,S249,C Y Ho,D Cruz,128,1177,5,99,Happy Valley,Class 3,1650,GOOD,JAFFE HANDICAP,"TURF - ""B"" COURSE",Spring,12/11,11.5,7.03235082674335,1,1,4,1
12,NOVEL START,M255,T H So,T K Ng,116,1071,1,50,Happy Valley,Class 5,1650,GOOD,FINANCE STREET HANDICAP,"TURF - ""C"" COURSE",Spring,12/10/5/11/6/12,6.7,7.666300768386389,1,1,2,1
3,EROICO,T009,J Moreira,J Size,131,1140,1,5.1,Sha Tin,Class 2,1200,GOOD,BEIJING HANDICAP,"TURF - ""A+3"" COURSE",Autumn,3/3/3/2/4/2,2.5714285714285716,4.073019161056448,1,0,7,3
10,WISKY,T368,M Chadwick,J Size,124,1134,14,15,Sha Tin,Class 4,1200,GOOD,TATE'S CAIRN HANDICAP,"TURF - ""A+3"" COURSE",Spring,10/5/4/7/4,6.0,6.8599562363238515,1,0,7,1
2,MONTE CASTELLO,S053,D Whyte,Y S Tsui,130,1136,4,6.1,Happy Valley,Class 4,1200,GOOD TO FIRM,SHAN KWONG HANDICAP,"TURF - ""B"" COURSE",Winter,2/3/11,5.333333333333333,5.720234222511386,2,1,4,2
8,JAZZY FEELING,P149,K C Ng,R Gibson,121,1070,7,99,Happy Valley,Class 2,1200,GOOD,MERCURY HANDICAP,"TURF - ""C"" COURSE",Winter,8/9/9/3/2/9,5.733333333333333,8.130551816958278,1,1,2,2
7,SUPER KING STAR,S302,B Prebble,D J Hall,129,1076,3,5.5,Sha Tin,Class 5,1200,GOOD,CINERARIA HANDICAP,ALL WEATHER TRACK,Spring,7/6/11/12/6/2,6.846153846153846,5.825347758887172,1,0,5,1
6,IDYLLIC WIND,N139,D Whyte,T K Ng,132,1196,5,11,Sha Tin,Class 5,1200,GOOD TO FIRM,BROADWOOD HANDICAP,"TURF - ""A"" COURSE",Autumn,6/5/10/7/12/6,5.238095238095238,5.720234222511386,2,0,1,3
8,EXPERTO CREDE,A110,N Callan,J Moore,125,1089,10,88,Happy Valley,Class 3,1200,GOOD,SHEK PAI WAN HANDICAP,"TURF - ""B"" COURSE",Spring,8/12,10.0,6.066800267201069,1,1,4,1
8,HELLO KIMBERLEY,P205,D Lane,C S Shum,129,1024,12,22,Sha Tin,Class 4,1600,GOOD TO FIRM,OMEGA HANDICAP,"TURF - ""B+2"" COURSE",Summer,8/1/8/9/5/10,6.777777777777778,7.433734939759036,2,0,6,4
5,REGENCY DARLING,T138,B Prebble,K L Man,125,1225,4,4.9,Sha Tin,Class 4,1200,GOOD TO FIRM,SOUTH CHINA SEA HANDICAP,"TURF - ""A+3"" COURSE",Spring,5/8,6.5,5.825347758887172,2,0,7,1
11,CALIFORNIA DISEGNO,V170,M Chadwick,A S Cruz,119,1098,9,15,Sha Tin,Class 2,1400,GOOD TO FIRM,VENTRIS HANDICAP,"TURF - ""A"" COURSE",Autumn,11/5/7/11/3/12,8.166666666666666,6.8599562363238515,2,0,1,3
6,IMPERIAL CONCORDE,P425,M Chadwick,S Woods,117,1122,8,15,Sha Tin,Class 4,1800,GOOD,CROOKED HARBOUR HANDICAP,ALL WEATHER TRACK,Spring,6/8/12/11/7/9,7.608695652173913,6.8599562363238515,1,0,5,1
6,TRENDY WIN,P099,T H So,L Ho,114,1065,8,91,Happy Valley,Class 3,1200,GOOD,WONG NAI CHUNG HANDICAP,"TURF - ""B"" COURSE",Winter,6/11/12/4/4/7,5.9,7.666300768386389,1,1,4,2
11,STORM KID,S338,K C Ng,T K Ng,119,1143,4,99,Happy Valley,Class 4,1200,GOOD TO YIELDING,LOCKHART HANDICAP,"TURF - ""A"" COURSE",Spring,11/10/11,10.666666666666666,8.130551816958278,3,1,1,1
5,DIAMOND MASTER,S397,N Callan,P F Yiu,133,1136,5,10,Sha Tin,Class 4,1200,GOOD,CHENGDU HANDICAP,"TURF - ""A+3"" COURSE",Autumn,5/4/5/2/7/6,4.636363636363637,6.066800267201069,1,0,7,3
4,BOLSHOI BALLET,V226,S Clipperton,D J Hall,132,1072,3,39,Sha Tin,Class 4,1200,GOOD,SHA LO WAN HANDICAP,"TURF - ""B+2"" COURSE",Autumn,4/11/6/11/8/7,7.833333333333333,6.290948275862069,1,0,6,3
11,CROWN AVENUE,V378,T H So,C H Yip,114,1134,8,99,Happy Valley,Class 3,1200,GOOD,WONG NAI CHUNG HANDICAP,"TURF - ""B"" COURSE",Winter,11/12/10/10,10.75,7.666300768386389,1,1,4,2
11,HOUSE OF LUCK,S127,H W Lai,K W Lui,113,1106,12,75,Happy Valley,Class 4 (Special Condition),1650,GOOD TO FIRM,TAI HANG TUNG HANDICAP,"TURF - ""C"" COURSE",Spring,11/6,8.5,7.4045275590551185,2,1,2,1
11,FANTASTICLIFE,S320,G Lerena,S Woods,129,1104,3,15,Sha Tin,Class 5,2000,GOOD,HKU FACULTIES OF DENTISTRY AND EDUCATION HANDICAP,"TURF - ""B+2"" COURSE",Summer,11/5/8/7/11/11,7.318181818181818,6.883561643835616,1,0,6,4
7,FULL GLORY,T092,K C Ng,A S Cruz,110,1071,11,90,Sha Tin,Class 3,1600,GOOD TO FIRM,POTTINGER PEAK HANDICAP,"TURF - ""C+3"" COURSE",Spring,7/6/6/7/9/4,6.35,8.130551816958278,2,0,3,1
2,GRACE HEART,S399,O Doleuze,C Fownes,127,1009,2,6.4,Happy Valley,Class 3,1000,GOOD TO YIELDING,NOONDAY GUN HANDICAP,"TURF - ""A"" COURSE",Spring,2/8/9/5/2/4,4.384615384615385,6.394838709677419,3,1,1,1
4,ROBUST MOMENTUM,P422,O Doleuze,C Fownes,123,1221,6,13,Sha Tin,Class 4,1200,FAST,HKU FOUNDATION HANDICAP,ALL WEATHER TRACK,Summer,4/3/9/6/2/5,6.28,6.394838709677419,6,0,5,4
11,LEELI'S STAR,N219,W M Lai,T K Ng,122,1053,3,38,Sha Tin,Class 5,1400,GOOD TO FIRM,CLAP FOR YOUTH @ JC HANDICAP,"TURF - ""C+3"" COURSE",Spring,11/12/10/10/11,10.8,8.396103896103897,2,0,3,1
10,HOLY STAR,T068,M L Yeung,D J Hall,113,1014,5,16,Happy Valley,Class 5,1800,GOOD,KWOON CHUNG MOTORS HANDICAP,"TURF - ""A"" COURSE",Autumn,10/3/4/3/3/8,7.2105263157894735,6.9703356752537085,1,1,1,3
5,AMBITIOUS SPEEDY,T063,H W Lai,A Lee,127,1192,3,12,Sha Tin,Class 5,1200,GOOD,CARPENTER HANDICAP,ALL WEATHER TRACK,Winter,5/2/8/11/3/9,6.32,7.4045275590551185,1,0,5,2
11,OPEN HOUSE,A197,T H So,D J Hall,117,1070,6,99,Sha Tin,Class 3,1200,GOOD,HKU FACULTY OF ENGINEERING HANDICAP,ALL WEATHER TRACK,Summer,11/7/10,9.333333333333334,7.666300768386389,1,0,5,4
5,ROMANTIC TOUCH,S393,M Chadwick,T P Yung,116,1128,11,8.3,Happy Valley,Class 1,1800,GOOD TO FIRM,THE HAPPY VALLEY VASE (HANDICAP),"TURF - ""C"" COURSE",Summer,5/4/3/4/1/4,4.111111111111111,6.8599562363238515,2,1,2,4
10,GOOD VIEW DELIGHTS,T166,K C Ng,C H Yip,112,1081,2,51,Sha Tin,Class 5,1400,GOOD TO YIELDING,DENGSHIKOU HANDICAP,"TURF - ""C"" COURSE",Spring,10/9/10/11/8/9,9.333333333333334,8.130551816958278,3,0,2,1
7,LIGHTNING PEGASUS,T214,D Lane,C S Shum,125,1103,12,99,Happy Valley,Class 4,1200,GOOD TO FIRM,HARBOUR VIEW HANDICAP,"TURF - ""B"" COURSE",Spring,7,7.0,7.433734939759036,2,1,4,1
8,LUCKY GIRL,T355,H T Mo,C S Shum,114,1182,2,12,Sha Tin,Class 2,1400,GOOD TO FIRM,TOLO HARBOUR HANDICAP,"TURF - ""B+2"" COURSE",Spring,8/12/4/10/4/7,5.125,6.512915129151292,2,0,6,1
8,ENREACHING,V291,J Moreira,J Size,133,1066,12,19,Sha Tin,Class 4,1200,GOOD TO FIRM,BEAS RIVER COUNTRY CLUB HANDICAP,"TURF - ""A"" COURSE",Summer,8,8.0,4.073019161056448,2,0,1,4
10,SMART PLANET,S046,Z Purton,C S Shum,120,1040,10,9.1,Sha Tin,Class 4,1200,WET FAST,REPULSE BAY HANDICAP,ALL WEATHER TRACK,Autumn,10,10.0,4.934573444515715,7,0,5,3
9,HOUSE OF LUCK,S127,B Prebble,K W Lui,129,1115,4,8.1,Happy Valley,Class 4,1650,GOOD,DANDELION HANDICAP,"TURF - ""A"" COURSE",Autumn,9/6/5/4/1/4,5.083333333333333,5.825347758887172,1,1,1,3
12,FILL POWER,S356,K C Ng,C W Chang,118,1011,11,99,Happy Valley,Class 4,2200,GOOD,LAM TSUEN RIVER HANDICAP,"TURF - ""B"" COURSE",Spring,12/12/12/11,11.75,8.130551816958278,1,1,4,1
4,PAKISTAN BABY,S442,D Whyte,A S Cruz,129,996,12,14,Happy Valley,Class 4,1200,GOOD,FORTRESS HILL HANDICAP,"TURF - ""C"" COURSE",Spring,4/6/12/5/10/8,7.5,5.720234222511386,1,1,2,1
9,SUPER JUNIOR,V390,S Clipperton,T P Yung,125,1215,9,74,Sha Tin,Class 4,1200,GOOD,HO SHEUNG HEUNG HANDICAP,"TURF - ""C+3"" COURSE",Winter,9,9.0,6.290948275862069,1,0,3,2
9,BEAUTY FLARE,V240,M Chadwick,A S Cruz,133,1080,2,99,Sha Tin,Class 3,1400,GOOD TO FIRM,SWALLOW HANDICAP,"TURF - ""C"" COURSE",Autumn,9/8,8.5,6.8599562363238515,2,0,2,3
4,SENSATION,S225,Z Purton,T P Yung,131,1169,10,2.9,Sha Tin,Class 4,1400,GOOD TO FIRM,JOLLY HANDICAP,"TURF - ""A"" COURSE",Autumn,4/1,2.5,4.934573444515715,2,0,1,3
9,CLASSIC VINEGAR,V054,O Bosson,A Lee,129,1085,11,19,Sha Tin,Class 3,1400,GOOD,POK FU LAM COUNTRY PARK HANDICAP,"TURF - ""C+3"" COURSE",Spring,9/2,5.5,6.914893617021277,1,0,3,1
10,TRIBAL GLORY,S395,N Callan,P F Yiu,123,1141,9,99,Sha Tin,Class 4,1200,GOOD TO FIRM,FOSHAN HANDICAP,"TURF - ""C"" COURSE",Autumn,10/12,11.0,6.066800267201069,2,0,2,3
8,ONE OF A KIND,M391,H N Wong,C H Yip,114,1098,1,93,Sha Tin,Class 4,1400,GOOD TO FIRM,TAI HO HANDICAP,"TURF - ""C+3"" COURSE",Autumn,8/8/11/7/10/4,6.25,7.104551045510455,2,0,3,3
8,CASA MASTER,T160,C Schofield,C S Shum,120,1167,1,6.7,Happy Valley,Class 4,1800,GOOD,THE IRELAND TROPHY (HANDICAP),"TURF - ""B"" COURSE",Autumn,8/5/11/1/3/7,7.333333333333333,6.29047619047619,1,1,4,3
12,EASY TOUCH,V269,N Rawiller,C S Shum,122,1192,5,12,Sha Tin,Class 3,1200,GOOD,LEK YUEN HANDICAP,ALL WEATHER TRACK,Spring,12/1/9/5/9/9,7.666666666666667,6.083734359961501,1,0,5,1
